NOMETABELA;ORDEM;NOMECAMPO;CHAVE;OBRIGATORIO;TIPO;DESCRICAO;TABELAORIGEM;FORMATO;REGRAS
ANULACAO_LIQUIDACAO_EMPENHO;6;ANUL_Data;NÃO;SIM;Caractere(10);Data da anulação;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "COMPETÊNCIA DA CARGA" (ver regra d).
ANULACAO_LIQUIDACAO_EMPENHO;7;ANUL_Motivo;NÃO;SIM;Caractere(120);Motivo;;;
ANULACAO_LIQUIDACAO_EMPENHO;8;ANUL_Valor;NÃO;SIM;Caractere(14,2);Valor;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
ANULACAO_PAGAMENTO_EMPENHO;1;PGTO_Numero;SIM;SIM;Caractere(16);Núm. do pagamento;PAGAMENTO_EMPENHO;"99999999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "99999999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "= EXERCÍCIO" (ver regra d).
ANULACAO_PAGAMENTO_EMPENHO;2;ANUL_NumNotaAnulacao;SIM;SIM;Caractere(11);Núm. da nota de anulação;;"999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "= EXERCÍCIO" (ver regra d).
ANULACAO_PAGAMENTO_EMPENHO;3;ANUL_Data;NÃO;SIM;Caractere(10);Data da anulação;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "COMPETÊNCIA DA CARGA" (ver regra d).
ANULACAO_PAGAMENTO_EMPENHO;4;ANUL_Motivo;NÃO;SIM;Caractere(120);Motivo;;;
ANULACAO_PAGAMENTO_EMPENHO;5;ANUL_Valor;NÃO;SIM;Caractere(14,2);Valor;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
CADASTRO_GERAL;1;CG_Identificacao;SIM;SIM;Caractere(20);CPF, CNPJ, núm. do passaporte ou núm. de identificação da empresa;;;REGRA 1: O conteúdo do campo deverá conter um número de CPF ("999.999.999-99") ou CNPJ ("99.999.999/9999-99") válido quando o conteúdo do campo "CG_Nacionalidade" for "1".
CADASTRO_GERAL;2;CG_TipoPessoa;NÃO;SIM;Caractere(1);Tipo da pessoa;;"1" para física "2" para jurídica;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2".
CADASTRO_GERAL;3;CG_TipoEmpresa;NÃO;COND;Inteiro;Tipo da empresa;TI.TIPO_EMPRESA;1...11;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...11", quando o conteúdo do campo "CG_TipoPessoa" for "'2'".
CADASTRO_GERAL;4;CG_Nacionalidade;NÃO;SIM;Caractere(1);Nacionalidade ou origem;;"1" para brasileira "2" para estrangeira;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2".
CADASTRO_GERAL;5;CG_Nome;NÃO;SIM;Caractere(60);Nome;;;REGRA 1: O conteúdo do campo não deverá conter palavras como "SEM INFORMACAO", "NAO USAR", etc., e suas variações com acentuação.
CADASTRO_GERAL;6;CG_Endereco;NÃO;SIM;Caractere(50);Endereço;;;
CADASTRO_GERAL;7;CG_Complemento;NÃO;NÃO;Caractere(20);Complemento;;;
CADASTRO_GERAL;8;CG_Bairro;NÃO;SIM;Caractere(30);Bairro;;;
CADASTRO_GERAL;9;CG_CEP;NÃO;SIM;Caractere(9);CEP;;"99999-999";REGRA 1: O conteúdo do campo deverá conter um número de CEP ("99999-999") válido.
CADASTRO_GERAL;10;CG_CodMunicipio;NÃO;SIM;Caractere(6);Cód. do município;TI.MUNICIPIO;;
CADASTRO_GERAL;11;CG_CelFone;NÃO;NÃO;Caractere(20);Núm. do celular;;;REGRA 1: O conteúdo do campo deverá conter um número de TELEFONE ou CELULAR válido nos formatos "(99)9999-9999", "(999)9999-9999", "(99)99999-9999", ou "(999)99999-9999".
CADASTRO_GERAL;12;CG_Fone;NÃO;NÃO;Caractere(20);Núm. do telefone;;;REGRA 1: O conteúdo do campo deverá conter um número de TELEFONE ou CELULAR válido nos formatos "(99)9999-9999", "(999)9999-9999", "(99)99999-9999", ou "(999)99999-9999".
CADASTRO_GERAL;13;CG_Email;NÃO;NÃO;Caractere(70);E-mail;;;REGRA 1: O conteúdo do campo deverá conter um e-mail válido, se o campo for opcional, deixar vazio, se houver mais de um e-mail separar por "/" (barra).
CADASTRO_GERAL;14;CG_MicroPequenaEmpresa;NÃO;COND;Inteiro;Tipo da micro pequena empresa;TI.TIPO_MICRO_PEQUENA_EMPRESA;1...4;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...4", quando o conteúdo do campo "CG_TipoEmpresa" for "'1', '2'".
CADASTRO_GERAL;15;CG_OptanteSimplesNacional;NÃO;COND;Caractere(1);É optante pelo simples nacional?;;"S" para sim "N" para não;REGRA 1: O conteúdo do campo deverá estar preenchido com "'S', 'N'", quando o conteúdo do campo "CG_MicroPequenaEmpresa" for "'1', '2'".
CADASTRO_GERAL;16;CG_InscricaoEstadual;NÃO;COND;Caractere(20);Núm. da inscrição estadual;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "CG_TipoPessoa" for "'2'".
CADASTRO_GERAL;17;CG_InscricaoMunicipal;NÃO;COND;Caractere(20);Núm. da inscrição municipal;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "CG_TipoPessoa" for "'2'".
CONCILIACAO_BANCARIA;1;CNBCO_Sequencial;SIM;SIM;Inteiro;Núm. sequencial;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
CONCILIACAO_BANCARIA;2;CNBCO_Data;SIM;SIM;Caractere(10);Data da ocorrência;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= EXERCÍCIO" (ver regra d).
CONCILIACAO_BANCARIA;3;CNBCO_TipoOcorrencia;NÃO;SIM;Caractere(1);Tipo da ocorrência;TI.TIPO_OCORRENCIA_CONCILIACAO;1...6;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...6".
CONCILIACAO_BANCARIA;4;BCO_Codigo;NÃO;SIM;Caractere(3);Cód. do banco;CONTA_BANCARIA;;
CONCILIACAO_BANCARIA;5;AGN_Codigo;NÃO;SIM;Caractere(10);Cód. da agência;CONTA_BANCARIA;;
CONCILIACAO_BANCARIA;6;CCBCO_Numero;NÃO;SIM;Caractere(16);Núm. da conta corrente;CONTA_BANCARIA;;
CONCILIACAO_BANCARIA;7;CCBCO_Tipo;NÃO;SIM;Caractere(1);Tipo da conta corrente;CONTA_BANCARIA;1...4;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...4".
CONCILIACAO_BANCARIA;8;CNBCO_Descricao;NÃO;SIM;Caractere(50);Descrição;;;
CONCILIACAO_BANCARIA;9;CNBCO_TipoDocumento;NÃO;COND;Caractere(1);Tipo do documento;TI.TIPO_DOC_CONCILIACAO;1...5;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...5", quando o conteúdo do campo "CNBCO_TipoOcorrencia" for "'2', '3', '4', '5'".
CONCILIACAO_BANCARIA;10;CNBCO_NumeroDocumento;NÃO;COND;Caractere(20);Núm. do documento;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "CNBCO_TipoOcorrencia" for "'2', '3', '4', '5'".
CONCILIACAO_BANCARIA;11;CNBCO_Valor;NÃO;SIM;Caractere(14,2);Valor;;;
CONCILIACAO_BANCARIA;12;CNBCO_NomeArqPDFExtrato;NÃO;COND;Caractere(22);Nome do arquivo PDF(extrato bancário);;;REGRA 1: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "CNBCO_AAAAMM_99999.PDF".
CONCILIACAO_BANCARIA;13;CNBCO_NomeArqPDFConciliacao;NÃO;COND;Caractere(22);Nome do arquivo PDF(conciliação);;;REGRA 1: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "CNBCO_AAAAMM_99999.PDF".
CONTA_BANCARIA;1;BCO_Codigo;SIM;SIM;Caractere(3);Cód. do banco;AGENCIA;;
CONTA_BANCARIA;2;AGN_Codigo;SIM;SIM;Caractere(10);Cód. da agência;AGENCIA;;
CONTA_BANCARIA;3;CCBCO_Numero;SIM;SIM;Caractere(16);Núm. da conta corrente;;;REGRA 1: O conteúdo do campo deverá conter somente os caracteres "0..9", "-" ou "X" e deverá estar formatado como "<números>-<número>" OU "<números>-X".
CONTA_BANCARIA;4;CCBCO_Tipo;SIM;SIM;Caractere(1);Tipo da conta corrente;TI.TIPO_CONTA_BANCARIA;1...4;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...4".
CONTA_BANCARIA;5;CB_ContaUG;NÃO;SIM;Caractere(1);A conta é do fiscalizado?;;"S" para sim "N" para não;REGRA 1: O conteúdo do campo deverá estar preenchido com "'S', 'N'".
CONTA_BANCARIA;6;CG_Identificacao;NÃO;SIM;Caractere(20);CNPJ do fiscalizado;CADASTRO_GERAL;;REGRA 1: O conteúdo do campo deverá conter um número de CPF ("999.999.999-99") ou CNPJ ("99.999.999/9999-99") válido.
CONTA_BANCARIA;7;CCBCO_DataAbertura;NÃO;COND;Caractere(10);Data da abertura;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "CB_ContaUG" for "'S'". REGRA 2: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
CONTA_BANCARIA;8;ECTCE_Codigo;NÃO;COND;Caractere(11);Cód. do elenco de contas;TI.ELENCO_CONTAS_TCEMT;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "CB_ContaUG" for "'S'".
CONTA_BANCARIA_INAT_DOCUMENTO;1;BCO_Codigo;SIM;SIM;Caractere(3);Cód. do banco;CONTA_BANCARIA_INATIVA;;
CONTA_BANCARIA_INAT_DOCUMENTO;2;AGN_Codigo;SIM;SIM;Caractere(10);Cód. da agência;CONTA_BANCARIA_INATIVA;;
CONTA_BANCARIA_INAT_DOCUMENTO;3;CCBCO_Numero;SIM;SIM;Caractere(16);Núm. da conta corrente;CONTA_BANCARIA_INATIVA;;
CONTA_BANCARIA_INAT_DOCUMENTO;4;CCBCO_Tipo;SIM;SIM;Caractere(1);Tipo da conta corrente;CONTA_BANCARIA_INATIVA;1...4;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...4".
CONTA_BANCARIA_INAT_DOCUMENTO;5;TDD_Codigo;SIM;SIM;Inteiro;Cód. do tipo do documento;TI.TIPO_DOCUMENTO_DIVERSO;131, 132, 133;REGRA 1: O conteúdo do campo deverá estar preenchido com "'131', '132', '133'".
CONTA_BANCARIA_INAT_DOCUMENTO;6;CCBCOID_NomeArqPDF;NÃO;SIM;Caractere(24);Nome do arquivo PDF;;;REGRA 1: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "CCBCOID_AAAAMM_99999.PDF".
CONTA_BANCARIA_INATIVA;1;BCO_Codigo;SIM;SIM;Caractere(3);Cód. do banco;CONTA_BANCARIA;;
CONTA_BANCARIA_INATIVA;2;AGN_Codigo;SIM;SIM;Caractere(10);Cód. da agência;CONTA_BANCARIA;;
CONTA_BANCARIA_INATIVA;3;CCBCO_Numero;SIM;SIM;Caractere(16);Núm. da conta corrente;CONTA_BANCARIA;;
CONTA_BANCARIA_INATIVA;4;CCBCO_Tipo;SIM;SIM;Caractere(1);Tipo da conta corrente;CONTA_BANCARIA;1...4;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...4".
CONTA_BANCARIA_INATIVA;5;CCBCOI_DataInativacao;SIM;SIM;Caractere(10);Data da inativação;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "COMPETÊNCIA DA CARGA" (ver regra d).
CONTA_BANCARIA_INATIVA;6;CCBCOI_MotivoInativacao;NÃO;SIM;Caractere(120);Motivo;;;
CONTA_BANCARIA_INATIVA;7;MENC_Codigo;NÃO;SIM;Inteiro;Motivo de encerramento;TI.MOTIVO_ENCERRAMENTO;1;REGRA 1: O conteúdo do campo deverá estar preenchido com "'1'".
CONTA_BANCARIA_REATIVADA;1;BCO_Codigo;SIM;SIM;Caractere(3);Cód. do banco;CONTA_BANCARIA_INATIVA;;
CONTA_BANCARIA_REATIVADA;2;AGN_Codigo;SIM;SIM;Caractere(10);Cód. da agência;CONTA_BANCARIA_INATIVA;;
CONTA_BANCARIA_REATIVADA;3;CCBCO_Numero;SIM;SIM;Caractere(16);Núm. da conta corrente;CONTA_BANCARIA_INATIVA;;
CONTA_BANCARIA_REATIVADA;4;CCBCO_Tipo;SIM;SIM;Caractere(1);Tipo da conta corrente;CONTA_BANCARIA_INATIVA;1...4;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...4".
CONTA_BANCARIA_REATIVADA;5;CCBCOI_DataInativacao;SIM;SIM;Caractere(10);Data da inativação;CONTA_BANCARIA_INATIVA;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "NÃO SE APLICA" (ver regra d).
CONTA_BANCARIA_REATIVADA;6;CCBCOR_DataReativacao;NÃO;SIM;Caractere(10);Data da reativação;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "COMPETÊNCIA DA CARGA" (ver regra d).
CONTA_BANCARIA_REATIVADA;7;CCBCOR_NomeArqPDF;NÃO;SIM;Caractere(23);Nome do arquivo PDF;;;REGRA 1: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "CCBCOR_AAAAMM_99999.PDF".
DECRETO;1;LEI_Numero;SIM;SIM;Caractere(10);Núm. da lei principal;LEI;"99999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "99999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
DECRETO;2;DECR_Numero;SIM;SIM;Caractere(10);Núm. do decreto;;"99999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "99999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERC_ATUAL" (ver regra d).
DECRETO;3;DECR_Data;NÃO;SIM;Caractere(10);Data do decreto;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
DECRETO;4;DECR_Tipo;NÃO;COND;Caractere(1);Tipo do decreto;;"1" para revogado "2" para alterado;REGRA 1: O conteúdo do campo deverá estar preenchido se o conteúdo do campo "DECR_NumeroAlterado" estiver preenchido, deixar em branco/vazio se o conteúdo do campo "DECR_NumeroAlterado" estiver em branco/vazio. REGRA 2: O conteúdo do campo deverá estar preenchido com "1...2", quando o conteúdo do campo "DECR_NumeroAlterado" for "NÃO SE APLICA".
DECRETO;5;LEI_NumeroDecrAlterado;NÃO;COND;Caractere(10);Núm. da lei principal do decreto alterado ou revogado;DECRETO;"99999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá estar preenchido se o conteúdo do campo "DECR_NumeroAlterado" estiver preenchido, deixar em branco/vazio se o conteúdo do campo "DECR_NumeroAlterado" estiver em branco/vazio. REGRA 2: O conteúdo do campo deverá conter um valor no formato "99999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
DECRETO;6;DECR_NumeroAlterado;NÃO;COND;Caractere(10);Núm. do decreto alterado ou revogado;DECRETO;"99999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá estar preenchido se o conteúdo do campo "DECR_Tipo" estiver preenchido, deixar em branco/vazio se o conteúdo do campo "DECR_Tipo" estiver em branco/vazio. REGRA 2: O conteúdo do campo deverá conter um valor no formato "99999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERC_ATUAL" (ver regra d).
DECRETO;7;DECR_DataPublicacao;NÃO;NÃO;Caractere(10);Data da publicação;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
DECRETO;8;DECR_VeicComunicacao;NÃO;SIM;Caractere(255);Local da publicação;;;
DECRETO;9;DECR_AdicionaCreditoOrcamento;NÃO;SIM;Caractere(1);Adiciona crédito ao orçamento?;;"S" para sim "N" para não;REGRA 1: O conteúdo do campo deverá estar preenchido com "'S', 'N'".
DECRETO;10;DECR_ValorCreditoAdicional;NÃO;COND;Caractere(14,2);Valor do crédito adicional;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "DECR_AdicionaCreditoOrcamento" for "'S'". REGRA 2: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
DECRETO;11;DECR_NomeArqPDF;NÃO;SIM;Caractere(21);Nome do arquivo PDF;;;REGRA 1: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "DECR_AAAAMM_99999.PDF".
DESCONTO_LIQUIDADO;1;ORG_Codigo;SIM;SIM;Caractere(2);Cód. do órgão;LIQUIDACAO_EMPENHO;;
DESCONTO_LIQUIDADO;2;UNOR_Codigo;SIM;SIM;Caractere(3);Cód. da unidade orçamentária;LIQUIDACAO_EMPENHO;;
DESCONTO_LIQUIDADO;3;EMP_Numero;SIM;SIM;Caractere(11);Núm. do empenho;LIQUIDACAO_EMPENHO;"999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
DESCONTO_LIQUIDADO;4;LIQ_Numero;SIM;SIM;Caractere(11);Núm. da liquidação;LIQUIDACAO_EMPENHO;"999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
DESCONTO_LIQUIDADO;5;TDBG_Codigo;SIM;SIM;Inteiro;Cód. do tipo do desconto;TI.TIPO_DESC_BENEF_GRATIF;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
DESCONTO_LIQUIDADO;6;DLIQ_OrigemDesconto;SIM;SIM;Caractere(1);Origem do desconto;TI.ORIGEM_DESCONTO_FOLHA_PAGTO;1...5;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...5".
DESCONTO_LIQUIDADO;7;TDBG_Outro;NÃO;COND;Caractere(255);Outro tipo de desconto;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "TDBG_Codigo" for "'98', '99'".
DESCONTO_LIQUIDADO;8;DLIQ_Valor;NÃO;SIM;Caractere(14,2);Valor total;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
DESCONTO_LIQUIDADO_PAGO;1;ORG_Codigo;SIM;SIM;Caractere(2);Cód. do órgão;DESCONTO_LIQUIDADO;;
DESCONTO_LIQUIDADO_PAGO;2;UNOR_Codigo;SIM;SIM;Caractere(3);Cód. da unidade orçamentária;DESCONTO_LIQUIDADO;;
DESCONTO_LIQUIDADO_PAGO;3;EMP_Numero;SIM;SIM;Caractere(11);Núm. do empenho;DESCONTO_LIQUIDADO;"999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
DESCONTO_LIQUIDADO_PAGO;4;LIQ_Numero;SIM;SIM;Caractere(11);Núm. da liquidação;DESCONTO_LIQUIDADO;"999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
DESCONTO_LIQUIDADO_PAGO;5;TDBG_Codigo;SIM;SIM;Inteiro;Cód. do tipo do desconto;DESCONTO_LIQUIDADO;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
DESCONTO_LIQUIDADO_PAGO;6;DLIQ_OrigemDesconto;SIM;SIM;Caractere(1);Origem do desconto;DESCONTO_LIQUIDADO;1...5;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...5".
DESCONTO_LIQUIDADO_PAGO;7;DLP_NumSequencial;SIM;SIM;Inteiro;Núm. sequencial do desconto liquidado pago;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
DESCONTO_LIQUIDADO_PAGO;8;DLP_Data;NÃO;SIM;Caractere(10);Data do pagamento;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "COMPETÊNCIA DA CARGA" (ver regra d).
DESCONTO_LIQUIDADO_PAGO;9;DLP_ExercicioReferencia;NÃO;SIM;Caractere(4);Exercício de referência;;"9999" (NRO);REGRA 1: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
DESCONTO_LIQUIDADO_PAGO;10;DLP_MesReferencia;NÃO;SIM;Caractere(2);Mês de referência;;"99" (NRO);REGRA 1: O conteúdo do campo deverá estar preenchido com "01...12".
DESCONTO_LIQUIDADO_PAGO;11;DLP_TipoDocumento;NÃO;SIM;Caractere(1);Tipo do documento;TI.TIPO_DOC_DESC_LIQ_PAGO;1...5;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...5".
