NOMETABELA;ORDEM;NOMECAMPO;CHAVE;OBRIGATORIO;TIPO;DESCRICAO;TABELAORIGEM;FORMATO;REGRAS
LANCAMENTO_CONTABIL_DIARIO_TCE;2;MCC_Data;SIM;SIM;Caractere(10);Data da movimentação;MOVIMENTO_CONTA_CONTABIL_TCEMT;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "= DATA MOVIMENTO" (ver regra d).
LANCAMENTO_CONTABIL_DIARIO_TCE;3;TMC_Codigo;SIM;SIM;Caractere(1);Cód. do tipo do movimento contábil;MOVIMENTO_CONTA_CONTABIL_TCEMT;;REGRA 1: O conteúdo do campo deverá estar preenchido para as cargas das peças de planejamento e inicial com "'1'" e para as cargas mensais com "'2','3','4','6'".
LANCAMENTO_CONTABIL_DIARIO_TCE;4;LCDTCE_NumLancamento;SIM;SIM;Inteiro;Núm. do lançamento;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
LANCAMENTO_CONTABIL_DIARIO_TCE;5;LCDTCE_NumSequencial;SIM;SIM;Inteiro;Núm. sequencial do lançamento;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
LANCAMENTO_CONTABIL_DIARIO_TCE;6;LCDTCE_Historico;NÃO;SIM;Caractere(255);Descrição do evento que gerou o lançamento;;;
LANCAMENTO_CONTABIL_DIARIO_TCE;7;LCDTCE_ContaCorrente;NÃO;NÃO;Caractere(255);Conta corrente;;;
LANCAMENTO_CONTABIL_DIARIO_TCE;8;LCDTCE_ValorDebito;NÃO;SIM;Caractere(14,2);Valor do débito diário;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
LANCAMENTO_CONTABIL_DIARIO_TCE;9;LCDTCE_ValorCredito;NÃO;SIM;Caractere(14,2);Valor do crédito diário;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
MOVIMENTO_CONTA_CONTABIL_TCEMT;1;ECTCE_Codigo;SIM;SIM;Caractere(11);Cód. do elenco de contas;TI.ELENCO_CONTAS_TCEMT;;
MOVIMENTO_CONTA_CONTABIL_TCEMT;2;TMC_Codigo;SIM;SIM;Caractere(1);Cód. do tipo do movimento contábil;TI.TIPO_MOVIMENTO_CONTA_CONTABIL;;REGRA 1: O conteúdo do campo deverá estar preenchido para as cargas das peças de planejamento e inicial com "'1'" e para as cargas mensais com "'2','3','4','6'".
MOVIMENTO_CONTA_CONTABIL_TCEMT;3;MCC_Data;SIM;SIM;Caractere(10);Data da movimentação;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "= DATA MOVIMENTO" (ver regra d).
MOVIMENTO_CONTA_CONTABIL_TCEMT;4;MCC_ValorDebito;NÃO;SIM;Caractere(14,2);Valor do débito;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
MOVIMENTO_CONTA_CONTABIL_TCEMT;5;MCC_ValorCredito;NÃO;SIM;Caractere(14,2);Valor do crédito;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_ALIQUOTASCONTRIBPREVID;1;ACP_MesInicio;SIM;SIM;Caractere(2);Mês de início;;"99" (NRO);REGRA 1: O conteúdo do campo deverá estar preenchido com "01...12".
RPPS_RN122020_ALIQUOTASCONTRIBPREVID;2;ACP_PercAliquotaServidor;NÃO;SIM;Caractere(3,2);Alíquota do servidor;;"999.99" (NRO);REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório e não poderá ser maior que "999.99".
RPPS_RN122020_ALIQUOTASCONTRIBPREVID;3;ACP_PercAliquotaPatronal;NÃO;SIM;Caractere(3,2);Alíquota do patronal;;"999.99" (NRO);REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório e não poderá ser maior que "999.99".
RPPS_RN122020_ALIQUOTASCONTRIBPREVID;4;ACP_PercAliquotaSuplementar;NÃO;SIM;Caractere(3,2);Alíquota do suplementar;;"999.99" (NRO);REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório e não poderá ser maior que "999.99".
RPPS_RN122020_APORTESPREVISTOS;1;APPREV_Data;SIM;SIM;Caractere(10);Data;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "= EXERCÍCIO" (ver regra d).
RPPS_RN122020_APORTESPREVISTOS;2;APPREV_ValorAporte;NÃO;SIM;Caractere(14,2);Valor do aporte;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
RPPS_RN122020_APORTESREALIZADOS;1;APREAL_Data;SIM;SIM;Caractere(10);Data;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "= EXERCÍCIO" (ver regra d).
RPPS_RN122020_APORTESREALIZADOS;2;APREAL_ValorAporte;NÃO;SIM;Caractere(14,2);Valor do aporte;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
RPPS_RN122020_CAPITALIZACAORECURSOS;1;CAPREC_Exercicio;SIM;SIM;Caractere(4);Exercício de referência;;"9999" (NRO);REGRA 1: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério "= EXERCÍCIO" (ver regra d).
RPPS_RN122020_CAPITALIZACAORECURSOS;2;CAPREC_SaldoAnterior;NÃO;SIM;Caractere(14,2);Saldo das aplicações no exercício anterior;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_CAPITALIZACAORECURSOS;3;CAPREC_SaldoAtual;NÃO;SIM;Caractere(14,2);Saldo final das aplicações no exercício em análise;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_CAPITALIZACAORECURSOS;4;CAPREC_Manifestacao;NÃO;SIM;Caractere(255);Avaliação acerca do processo de capitalização de recursos no RPPS;;;
RPPS_RN122020_CAPITALIZACAORECURSOS;5;CAPREC_OutrosAspectos;NÃO;SIM;Caractere(255);Apresentar as ações, providências, situações e/ou comentários adicionais acerca da gestão financeira.;;;
RPPS_RN122020_CENSORECADPROVAVIDA;1;CRP_Exercicio;SIM;SIM;Caractere(4);Exercício de referência;;"9999" (NRO);REGRA 1: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério "= EXERCÍCIO" (ver regra d).
RPPS_RN122020_CENSORECADPROVAVIDA;2;CRP_DataCenso;NÃO;SIM;Caractere(10);Data do último censo;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "< DATA ATUAL" (ver regra d).
RPPS_RN122020_CENSORECADPROVAVIDA;3;CRP_DataRecadastramento;NÃO;SIM;Caractere(10);Data do último recadastramento;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "< DATA ATUAL" (ver regra d).
RPPS_RN122020_CENSORECADPROVAVIDA;4;CRP_DataProvaVida;NÃO;SIM;Caractere(10);Data da realização da última prova de vida;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "< DATA ATUAL" (ver regra d).
RPPS_RN122020_CENSORECADPROVAVIDA;5;CRP_NomeArqPDF;NÃO;SIM;Caractere(21);Nome do arquivo PDF;;;REGRA 1: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "CRP_AAAAMM_99999.PDF".
RPPS_RN122020_CERTREGULARIDADEPREV;1;CRP_Exercicio;SIM;SIM;Caractere(4);Exercício de referência;;"9999" (NRO);REGRA 1: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério "= EXERCÍCIO" (ver regra d).
RPPS_RN122020_CERTREGULARIDADEPREV;2;CRP_Situacao;NÃO;SIM;Inteiro;Situação;;1...2;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2".
RPPS_RN122020_CERTREGULARIDADEPREV;3;CRP_Tipo;NÃO;SIM;Inteiro;Tipo certificado;;1...2;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2".
RPPS_RN122020_CERTREGULARIDADEPREV;4;CRP_DataVigencia;NÃO;SIM;Caractere(10);Data da vigência;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
RPPS_RN122020_CERTREGULARIDADEPREV;5;CRP_Irregularidades;NÃO;SIM;Caractere(255);Irregularidades;;;
RPPS_RN122020_CERTREGULARIDADEPREV;6;CRP_Providencias;NÃO;COND;Caractere(255);Providências;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "CRP_Situacao" for "'1'".
RPPS_RN122020_COMPENSACAOPREV;1;PESS_Matricula;SIM;SIM;Caractere(10);Matrícula do servidor;PESSOAL;;REGRA 1: O conteúdo do campo não deverá conter espaços em branco (" ") quando obrigatório.
RPPS_RN122020_COMPENSACAOPREV;2;RCPREV_DataRequerimento;NÃO;SIM;Caractere(10);Data do requerimento;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
RPPS_RN122020_CONSULTORIA;1;CG_Identificacao;SIM;SIM;Caractere(20);Identificação da empresa;CADASTRO_GERAL;;
RPPS_RN122020_CONSULTORIA;2;CONSULT_DescricaoServico;NÃO;SIM;Caractere(255);Descrição do serviço prestado;;;
RPPS_RN122020_CONSULTORIA;3;CONSULT_ValorPago;NÃO;SIM;Caractere(14,2);Valor Total pago no exercício;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
RPPS_RN122020_CONTABANCARIA;1;BCO_Codigo;SIM;SIM;Caractere(3);Cód. do banco;CONTA_BANCARIA;;
RPPS_RN122020_CONTABANCARIA;2;AGN_Codigo;SIM;SIM;Caractere(10);Cód. da agência;CONTA_BANCARIA;;
RPPS_RN122020_CONTABANCARIA;3;CCBCO_Numero;SIM;SIM;Caractere(16);Núm. da conta corrente;CONTA_BANCARIA;;
RPPS_RN122020_CONTABANCARIA;4;CCBCO_Tipo;SIM;SIM;Caractere(1);Tipo da conta corrente;CONTA_BANCARIA;1...4;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...4".
RPPS_RN122020_CONTABANCARIA;5;RNCB_SaldoAnterior;NÃO;SIM;Caractere(14,2);Saldo do exercício anterior;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_CONTABANCARIA;6;RNCB_SaldoAtual;NÃO;SIM;Caractere(14,2);Saldo do exercício em análise;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_CONTRIB_PREVIDENCIARIAS;1;TCONTRIB_Codigo;SIM;SIM;Inteiro;Cód. do tipo da contribuição;TI.TIPO_CONTRIBUICAO;1...2;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2".
RPPS_RN122020_CONTRIB_PREVIDENCIARIAS;2;RNCP_MesCompetencia;SIM;SIM;Caractere(2);Mês de competência;;01...12;REGRA 1: O conteúdo do campo deverá estar preenchido com "01...12".
RPPS_RN122020_CONTRIB_PREVIDENCIARIAS;3;RNCP_DataPagamentos;SIM;SIM;Caractere(10);Data dos pagamentos;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
RPPS_RN122020_CONTRIB_PREVIDENCIARIAS;4;RNCP_ValorBaseCalculo;NÃO;SIM;Caractere(14,2);Valor da Base de Cálculo;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
RPPS_RN122020_CONTRIB_PREVIDENCIARIAS;5;RNCP_ValorDevido;NÃO;SIM;Caractere(14,2);Valor devido;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_CONTRIB_PREVIDENCIARIAS;6;RNCP_ValorPago;NÃO;SIM;Caractere(14,2);Valor pago;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_CONTRIB_PREVIDENCIARIAS;7;RNCP_ValorMultaJurosDevidos;NÃO;SIM;Caractere(14,2);Valor das Multas/Juros devidos;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_CONTRIB_PREVIDENCIARIAS;8;RNCP_ValorMultaJurosPagos;NÃO;SIM;Caractere(14,2);Valor das Multas/Juros pagos;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_CONTRIB_PREVIDENCIARIAS;9;RNCP_ValorSaldoDevedor;NÃO;SIM;Caractere(14,2);Valor do saldo devedor;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_DEBITOSRPPS;1;UG_Codigo;SIM;SIM;Caractere(7);Cód. do órgão devedor;TI.UG;;
RPPS_RN122020_DEBITOSRPPS;2;RND_MesCompetencia;SIM;SIM;Caractere(2);Mês;;"99" (NRO);REGRA 1: O conteúdo do campo deverá estar preenchido com "01...12".
RPPS_RN122020_DEBITOSRPPS;3;RND_Exercicio;SIM;SIM;Caractere(4);Exercício;;"9999" (NRO);REGRA 1: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério "< EXERCÍCIO" (ver regra d).
RPPS_RN122020_DEBITOSRPPS;4;RND_ValorDevido;NÃO;SIM;Caractere(14,2);Valor devido;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_DECISOESTCE;1;DTCE_NumeroAcordaoTCE;SIM;SIM;Caractere(20);Núm. do acordão TCE-MT;;"999999999999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "999999999999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
RPPS_RN122020_DECISOESTCE;2;DTCE_Determinacao;NÃO;NÃO;Caractere(255);Determinação do TCE/MT;;;
RPPS_RN122020_DECISOESTCE;3;DTCE_Recomendacao;NÃO;NÃO;Caractere(255);Recomendação do TCE/MT;;;
RPPS_RN122020_DECISOESTCE;4;DTCE_Providencias;NÃO;NÃO;Caractere(255);Providências;;;
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;1;ORG_Codigo;SIM;SIM;Caractere(2);Cód. do órgão;DOTACAO;;
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;2;UNOR_Codigo;SIM;SIM;Caractere(3);Cód. da unidade orçamentária;DOTACAO;;
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;3;FN_Codigo;SIM;SIM;Caractere(2);Cód. da função;DOTACAO;01...28|77, 99;REGRA 1: O conteúdo do campo deverá estar preenchido com "01...28|'77', '99'".
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;4;SFN_Codigo;SIM;SIM;Caractere(3);Cód. da subfunção;DOTACAO;;
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;5;PRG_Codigo;SIM;SIM;Caractere(4);Cód. do programa;DOTACAO;;
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;6;PRAT_Numero;SIM;SIM;Caractere(5);Núm. do projeto/ atividade;DOTACAO;;
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;7;CTEC_Codigo;SIM;SIM;Caractere(1);Cód. da categoria econômica;DOTACAO;1...4|9;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...4|'9'".
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;8;NDESP_Codigo;SIM;SIM;Caractere(1);Cód. do grupo da natureza de despesa;DOTACAO;1...6|9;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...6|'9'".
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;9;MDAP_Codigo;SIM;SIM;Caractere(2);Cód. da modalidade de aplicação;DOTACAO;20, 22, 30, 40, 42, 50, 60, 67, 70, 71, 72, 73, 74, 75, 76, 80, 90, 91, 92, 93, 94, 95, 96, 99;REGRA 1: O conteúdo do campo deverá estar preenchido com "'20', '22', '30', '40', '42', '50', '60', '67', '70', '71', '72', '73', '74', '75', '76', '80', '90', '91', '92', '93', '94', '95', '96', '99'".
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;10;ELDE_Codigo;SIM;SIM;Caractere(2);Cód. do elemento de despesa;DOTACAO;00...99;REGRA 1: O conteúdo do campo deverá estar preenchido com "00...99".
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;11;SELDE_Codigo;SIM;SIM;Caractere(2);Cód. do subelemento de despesa;DOTACAO;00...99;REGRA 1: O conteúdo do campo deverá estar preenchido com "00...99".
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;12;DRGRP_Codigo;SIM;SIM;Caractere(1);Cód. do grupo da destinação de recurso;DOTACAO OU T.I. DESTINACAO_RECURSO_GRUPO;1, 2, 9;REGRA 1: O conteúdo do campo deverá estar preenchido com "'1', '2', '9'".
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;13;DRESP_Codigo;SIM;SIM;Caractere(3);Cód. da especificação da destinação de recurso;DOTACAO;;
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;14;DESTREC_Codigo;SIM;SIM;Caractere(7);Cód. da destinação de recurso;DOTACAO ou T.I. DESTINACAO_RECURSO;;
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;15;TCDA_Codigo;SIM;SIM;Inteiro;Cód. da identificação da despesa;TI.TIPO_CALCULO_DESPESA_ADMINISTRATIVA;1...2;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2".
RPPS_RN122020_DESPESAS_ADMINISTRATIVAS;16;RNDA_ValorTotal;NÃO;SIM;Caractere(14,2);Valor total;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
RPPS_RN122020_LOTACIONOGRAMA;1;LOT_Exercicio;SIM;SIM;Caractere(4);Exercício de referência;;"9999" (NRO);REGRA 1: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério "< EXERCÍCIO" (ver regra d).
RPPS_RN122020_LOTACIONOGRAMA;2;TENTL_Codigo;NÃO;SIM;Inteiro;Cód. tipo da entidade;TI.TIPO_ENTIDADE_LOTACIONOGRAMA;1...5;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...5".
RPPS_RN122020_LOTACIONOGRAMA;3;LOT_QtdeServidorEfetivo;NÃO;SIM;Inteiro;Quantidade de servidores efetivos;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_LOTACIONOGRAMA;4;LOT_QtdeComissionado;NÃO;SIM;Inteiro;Quantidade de servidores comissionados;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_LOTACIONOGRAMA;5;LOT_QtdeContratoTemporario;NÃO;SIM;Inteiro;Quantidade de contratados temporáriamente;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_MANIFESTACAO;1;TMNF_Codigo;SIM;SIM;Inteiro;Cód. tipo da manifestação;TI.TIPO_MANIFESTACAO;1...2;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2".
RPPS_RN122020_MANIFESTACAO;2;MNF_Manifestacao;NÃO;NÃO;Caractere(255);Descrição da Manifestação;;;
RPPS_RN122020_PARCELAMENTOSVIGENTES;1;UG_Codigo;SIM;SIM;Caractere(7);Cód. do órgão com parcelamento;TI.UG;;
RPPS_RN122020_PARCELAMENTOSVIGENTES;2;LEI_Numero;SIM;SIM;Caractere(10);Núm. da lei do parcelamento;LEI;"99999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "99999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
RPPS_RN122020_PARCELAMENTOSVIGENTES;3;RP_PeriodoInicial;SIM;SIM;Caractere(7);Ano/mês inicial abrangido pelo parcelamento;;"AAAA/MM" (ANO/MÊS);REGRA 1: O conteúdo do campo deverá conter o/um dos seguinte(s) formato(s): 9999/99. REGRA 2: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
RPPS_RN122020_PARCELAMENTOSVIGENTES;4;RP_PeriodoFinal;SIM;SIM;Caractere(7);Ano/mês final abrangido pelo parcelamento;;"AAAA/MM" (ANO/MÊS);REGRA 1: O conteúdo do campo deverá conter o/um dos seguinte(s) formato(s): 9999/99. REGRA 2: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
RPPS_RN122020_PARCELAMENTOSVIGENTES;5;RP_ValorPrincipal;NÃO;SIM;Caractere(14,2);Valor principal parcelado;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
RPPS_RN122020_PARCELAMENTOSVIGENTES;6;RP_ValorMultaJuros;NÃO;SIM;Caractere(14,2);Valor das multas/juros do parcelamento;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
RPPS_RN122020_PARCELAMENTOSVIGENTES;7;RP_ValorTotalParcelado;NÃO;SIM;Caractere(14,2);Valor  total parcelado;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
