NOMETABELA;ORDEM;NOMECAMPO;CHAVE;OBRIGATORIO;TIPO;DESCRICAO;TABELAORIGEM;FORMATO;REGRAS
DECRETO;3;DECR_Data;NÃO;SIM;Caractere(10);Data do decreto;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
DECRETO;4;DECR_Tipo;NÃO;COND;Caractere(1);Tipo do decreto;;"1" para revogado "2" para alterado;REGRA 1: O conteúdo do campo deverá estar preenchido se o conteúdo do campo "DECR_NumeroAlterado" estiver preenchido, deixar em branco/vazio se o conteúdo do campo "DECR_NumeroAlterado" estiver em branco/vazio. REGRA 2: O conteúdo do campo deverá estar preenchido com "1...2", quando o conteúdo do campo "DECR_NumeroAlterado" for "NÃO SE APLICA".
DECRETO;5;LEI_NumeroDecrAlterado;NÃO;COND;Caractere(10);Núm. da lei principal do decreto alterado ou revogado;DECRETO;"99999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá estar preenchido se o conteúdo do campo "DECR_NumeroAlterado" estiver preenchido, deixar em branco/vazio se o conteúdo do campo "DECR_NumeroAlterado" estiver em branco/vazio. REGRA 2: O conteúdo do campo deverá conter um valor no formato "99999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
DECRETO;6;DECR_NumeroAlterado;NÃO;COND;Caractere(10);Núm. do decreto alterado ou revogado;DECRETO;"99999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá estar preenchido se o conteúdo do campo "DECR_Tipo" estiver preenchido, deixar em branco/vazio se o conteúdo do campo "DECR_Tipo" estiver em branco/vazio. REGRA 2: O conteúdo do campo deverá conter um valor no formato "99999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERC_ATUAL" (ver regra d).
DECRETO;7;DECR_DataPublicacao;NÃO;NÃO;Caractere(10);Data da publicação;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
DECRETO;8;DECR_VeicComunicacao;NÃO;SIM;Caractere(255);Local da publicação;;;
DECRETO;9;DECR_AdicionaCreditoOrcamento;NÃO;SIM;Caractere(1);Adiciona crédito ao orçamento?;;"S" para sim "N" para não;REGRA 1: O conteúdo do campo deverá estar preenchido com "'S', 'N'".
DECRETO;10;DECR_ValorCreditoAdicional;NÃO;COND;Caractere(14,2);Valor do crédito adicional;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "DECR_AdicionaCreditoOrcamento" for "'S'". REGRA 2: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
DECRETO;11;DECR_NomeArqPDF;NÃO;SIM;Caractere(21);Nome do arquivo PDF;;;REGRA 1: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "DECR_AAAAMM_99999.PDF".
DEVOLUCAO_ADIANTAMENTO;1;SOLIC_NumProcesso;SIM;SIM;Caractere(16);Núm. da solicitação;ADIANTAMENTO;"99999999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "99999999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
DEVOLUCAO_ADIANTAMENTO;2;PESS_Matricula;SIM;SIM;Caractere(10);Núm. da matrícula do servidor;ADIANTAMENTO;"9999999999" (NRO);REGRA 1: O conteúdo do campo não deverá conter espaços em branco (" ") quando obrigatório.
DEVOLUCAO_ADIANTAMENTO;3;ADTO_Tipo;SIM;SIM;Caractere(1);Tipo do adiantamento;ADIANTAMENTO;"1" para material de consumo "2" para serviço;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2".
DEVOLUCAO_ADIANTAMENTO;4;DVADTO_Data;NÃO;SIM;Caractere(10);Data da devolução;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "COMPETÊNCIA DA CARGA" (ver regra d).
DEVOLUCAO_ADIANTAMENTO;5;DVADTO_TipoDocumento;NÃO;SIM;Caractere(1);Tipo do documento;TI.TIPO_DOC_DEVOL_ADIANTAMENTO;1...4;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...4".
DEVOLUCAO_ADIANTAMENTO;6;DVADTO_NumDocumento;NÃO;SIM;Caractere(10);Núm. do documento;;;
DEVOLUCAO_ADIANTAMENTO;7;DVADTO_Valor;NÃO;SIM;Caractere(14,2);Valor devolvido;;;REGRA 1: O conteúdo do campo deverá conter o número ZERO ou POSITIVO quando obrigatório.
DIARIA;1;SOLIC_NumProcesso;SIM;SIM;Caractere(16);Núm. da solicitação;SOLICITACAO;"99999999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "99999999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "= EXERCÍCIO" (ver regra d).
DIARIA;2;DIAR_IdentificBeneficiado;SIM;SIM;Caractere(20);Beneficiado;PESSOAL ou CADASTRO_GERAL;;REGRA 1: O conteúdo do campo deverá conter a MATRÍCULA do servidor (tabela PESSOAL) caso o conteúdo do campo "DIAR_IdentificTipo" for "1" ou o CPF da pessoa (tabela CADASTRO_GERAL) caso o conteúdo do campo "DIAR_IdentificTipo" for "2".
DIARIA;3;DIAR_IdentificTipo;NÃO;SIM;Inteiro;Tipo do beneficiado;;"1" para servidor "2" para não servidor;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2".
DIARIA;4;DIAR_CidadeOrigem;NÃO;SIM;Caractere(50);Origem;;;
DIARIA;5;DIAR_DataSaida;NÃO;SIM;Caractere(10);Data da saída;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
DIARIA;6;DIAR_Destino;NÃO;SIM;Caractere(50);Destino;;;
DIARIA;7;DIAR_DataRetorno;NÃO;SIM;Caractere(10);Data do retorno;;;REGRA 1: O conteúdo do campo deverá conter um valor MAIOR ou IGUAL ao conteúdo do campo "DIAR_DataSaida".
DIARIA;8;DIAR_DataLiquidacao;NÃO;SIM;Caractere(10);Data da liquidação da diária;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
DIARIA;9;DIAR_Objetivo;NÃO;SIM;Caractere(120);Objetivo;;;
DIARIA;10;DIAR_QtdeDiaria;NÃO;SIM;Caractere(4,1);Quantidade de diárias;;"999.9" (NRO);REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
DIARIA;11;DIAR_Valor;NÃO;SIM;Caractere(14,2);Valor total das diárias;;;REGRA 1: O conteúdo do campo deverá conter um número POSITIVO quando obrigatório.
DIARIA;12;CFPESS_Codigo;NÃO;COND;Caractere(7);Cód. do cargo/função pessoal;CARGO_FUNCAO_PESSOAL_DIARIA;"1" ou "2" ou formatado como "9999.99" (NRO);REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "DIAR_IdentificTipo" for "'1'". REGRA 2: O conteúdo do campo deverá estar de acordo com o Classificação Brasileira de Ocupações (CBO), deverá ser "1" ou "2" ou formatado como "9999.99"'.
DIARIA;13;CFPESSUG_Codigo;NÃO;COND;Caractere(10);Cód. do cargo;CARGO_FUNCAO_PESSOAL_DIARIA;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "DIAR_IdentificTipo" for "'1'".
DIARIA;14;CFPESSUG_JornadaTrabalho;NÃO;COND;Caractere(2);Jornada de trabalho semanal em horas;CARGO_FUNCAO_PESSOAL_DIARIA;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "DIAR_IdentificTipo" for "'1'".
DIARIA;15;CFPESSD_NaturezaDiaria;NÃO;COND;Caractere(2);Natureza da diária;CARGO_FUNCAO_PESSOAL_DIARIA;00...06|51, 52, 53, 54, 55, 56;REGRA 1: O conteúdo do campo deverá estar preenchido com "00...06|'51', '52', '53', '54', '55', '56'", quando o conteúdo do campo "DIAR_IdentificTipo" for "'1'".
DIARIA;16;CFPESSD_TipoDiaria;NÃO;COND;Caractere(1);Tipo da diária;CARGO_FUNCAO_PESSOAL_DIARIA;1, 3, 4, 6;REGRA 1: O conteúdo do campo deverá estar preenchido com "'1', '3', '4', '6'", quando o conteúdo do campo "DIAR_IdentificTipo" for "'1'".
DIARIA;17;CFPESSD_DataDocumentoDiaria;NÃO;COND;Caractere(10);Data do documento da diária;CARGO_FUNCAO_PESSOAL_DIARIA;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "DIAR_IdentificTipo" for "'1'".
DIARIA;18;ORG_Codigo;NÃO;SIM;Caractere(2);Cód. do órgão;EMPENHO;;
DIARIA;19;UNOR_Codigo;NÃO;SIM;Caractere(3);Cód. da unidade orçamentária;EMPENHO;;
DIARIA;20;EMP_Numero;NÃO;SIM;Caractere(11);Núm. do empenho;EMPENHO;"999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "= EXERCÍCIO" (ver regra d).
DOCUMENTO_DIVERSO;1;DD_Exercicio;SIM;SIM;Caractere(4);Exercício da aplicação/ execução do documento;;"9999" (NRO);REGRA 1: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério ">= EXERCÍCIO" (ver regra d).
DOCUMENTO_DIVERSO;2;DD_MesCompetencia;SIM;SIM;Inteiro;Mês de competência;;"99" (NRO);REGRA 1: O conteúdo do campo deverá estar preenchido com "1...13|'20', '21', '22', '23', '24', '99'". REGRA 2: O conteúdo do campo deverá conter um valor de bimestre (de "1" a "6"), de quadrimestre (de "1" a "3") ou de semestre (de "1" a "2") válido quando o conteúdo do campo "TDD_Codigo" for "'107', '108', '109', '124'" (anexos da LRF e audiências públicas). REGRA 3: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério "CARGA ESPECIAL" (ver regra d).
DOCUMENTO_DIVERSO;3;DD_Numero;SIM;SIM;Caractere(16);Núm. do documento;;"99999999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "99999999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "= EXERCÍCIO" (ver regra d).
DOCUMENTO_DIVERSO;4;TDD_Codigo;NÃO;SIM;Inteiro;Cód. do tipo do documento;TI.TIPO_DOCUMENTO_DIVERSO;1...186;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...186".
DOCUMENTO_DIVERSO;5;DD_TipoPeriodo;NÃO;COND;Inteiro;Tipo do período;;"1" para quadrimestral "2" para semestral;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2", quando o conteúdo do campo "TDD_Codigo" for "'108', '124'".
DOCUMENTO_DIVERSO;6;DD_NomeArqPDF;NÃO;SIM;Caractere(19);Nome do arquivo PDF;;;REGRA 1: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "DD_AAAAMM_99999.PDF".
DOCUMENTO_DIVERSO_PUBLICACAO;1;DD_Exercicio;SIM;SIM;Caractere(4);Exercício da competência;DOCUMENTO_DIVERSO;"9999" (NRO);REGRA 1: O conteúdo do campo deverá conter um MÊS ou ANO válido, o MÊS ou ANO será validado segundo o critério ">= EXERCÍCIO" (ver regra d).
DOCUMENTO_DIVERSO_PUBLICACAO;2;DD_MesCompetencia;SIM;SIM;Inteiro;Mês de competência;DOCUMENTO_DIVERSO;;
DOCUMENTO_DIVERSO_PUBLICACAO;3;DD_Numero;SIM;SIM;Caractere(16);Núm. do documento;DOCUMENTO_DIVERSO;"99999999999/AAAA" (NRO/ANO);
DOCUMENTO_DIVERSO_PUBLICACAO;4;LCPUBL_Codigo;SIM;SIM;Inteiro;Cód. do local de publicação;TI.LOCAL_PUBLICACAO;1...4|9;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...4|'9'".
DOCUMENTO_DIVERSO_PUBLICACAO;5;DDP_TipoPublicacao;SIM;SIM;Inteiro;Tipo da publicação;TI.TIPO_PUBLICACAO_DOCUMENTO;;REGRA 1: O conteúdo do campo deverá conter "0" (zero) quando o conteúdo do campo "LCPUBL_Codigo" for diferente de "'3'" ou um dos valores "'1', '2', '3', '4', '5', '6', '7'" quando o conteúdo do campo "LCPUBL_Codigo" for igual a "'3'".
DOCUMENTO_DIVERSO_PUBLICACAO;6;DDP_DataPublicacao;NÃO;SIM;Caractere(10);Data;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
DOCUMENTO_DIVERSO_PUBLICACAO;7;DDP_LocalPublicacao;NÃO;SIM;Caractere(255);Local;;;
DOCUMENTO_DIVERSO_PUBLICACAO;8;DDP_NumDiario;NÃO;COND;Caractere(10);Núm. do diário/jornal;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "LCPUBL_Codigo" for "'3'".
DOCUMENTO_DIVERSO_PUBLICACAO;9;DDP_Pagina;NÃO;COND;Inteiro;Núm. da página inicial no diário/jornal;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "LCPUBL_Codigo" for "'3'".
DOCUMENTO_DIVERSO_PUBLICACAO;10;DDP_PaginaFinal;NÃO;COND;Inteiro;Núm. da página final no diário/jornal;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "LCPUBL_Codigo" for "'3'".
DOCUMENTO_DIVERSO_PUBLICACAO;11;DDP_NomeArqPDF;NÃO;COND;Caractere(20);Nome do arquivo PDF;;;REGRA 1: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "DDP_AAAAMM_99999.PDF".
LEI;1;LEI_Numero;SIM;SIM;Caractere(10);Núm. da lei;LEI;"99999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "99999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
LEI;2;LEI_EsferaOrigem;NÃO;SIM;Caractere(1);Tipo da esfera de governo da origem da lei;TI.TIPO_ESFERA_GOVERNO;1...3;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...3".
LEI;3;LEI_Natureza;NÃO;COND;Inteiro;Natureza;TI.NATUREZA_LEI;1...31|33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "LEI_EsferaOrigem" for o mesmo da esfera de governo do fiscalizado.
LEI;4;LEI_Altera;NÃO;COND;Caractere(1);Esta lei altera uma anterior?;;"S" para sim "N" para não;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "LEI_EsferaOrigem" for o mesmo da esfera de governo do fiscalizado.
LEI;5;LEI_DataAprovacao;NÃO;COND;Caractere(10);Data da aprovação;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "LEI_EsferaOrigem" for o mesmo da esfera de governo do fiscalizado.
LEI;6;LEI_DataPublicacao;NÃO;COND;Caractere(10);Data da publicação;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "LEI_EsferaOrigem" for o mesmo da esfera de governo do fiscalizado.
LEI;7;LEI_VeicComunicacao;NÃO;COND;Caractere(255);Local da publicação;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "LEI_EsferaOrigem" for o mesmo da esfera de governo do fiscalizado.
LEI;8;LEI_NomeArqPDF;NÃO;COND;Caractere(20);Nome do arquivo PDF;;;REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "LEI_EsferaOrigem" for o mesmo da esfera de governo do fiscalizado. REGRA 2: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "LEI_AAAAMM_99999.PDF".
MEMBRO_CONSELHO_MUNICIPAL;1;TCMUNIC_Codigo;SIM;SIM;Caractere(2);Cód. do tipo do conselho;CONSELHO_MUNICIPAL;01...39;REGRA 1: O conteúdo do campo deverá estar preenchido com "01...39".
MEMBRO_CONSELHO_MUNICIPAL;2;CMUNIC_DataInicio;SIM;SIM;Caractere(10);Data do início do conselho;CONSELHO_MUNICIPAL;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
MEMBRO_CONSELHO_MUNICIPAL;3;CMUNIC_NaturezaCodigo;SIM;SIM;Caractere(2);Cód. da natureza do conselho;CONSELHO_MUNICIPAL;01...05;REGRA 1: O conteúdo do campo deverá estar preenchido com "01...05".
MEMBRO_CONSELHO_MUNICIPAL;4;MCMUNIC_CPF;SIM;SIM;Caractere(14);Matrícula/CPF do membro;PESSOAL ou CADASTRO_GERAL;;REGRA 1: O conteúdo do campo deverá conter a MATRÍCULA do servidor (tabela PESSOAL) caso o conteúdo do campo "MCMUNIC_IdentificTipo" for "1" ou o CPF da pessoa (tabela CADASTRO_GERAL) caso o conteúdo do campo "MCMUNIC_IdentificTipo" for "2".
MEMBRO_CONSELHO_MUNICIPAL;5;MCMUNIC_NumDocumento;SIM;SIM;Caractere(16);Núm. do documento;;"99999999999/AAAA" (NRO/ANO);REGRA 1: O conteúdo do campo deverá conter um valor no formato "99999999999/AAAA" (NRO/ANO), o ANO será validado segundo o critério "<= EXERCÍCIO" (ver regra d).
MEMBRO_CONSELHO_MUNICIPAL;6;MCMUNIC_TipoDocumento;NÃO;SIM;Caractere(1);Tipo do documento;TI.TIPO_DOC_CONSELHO_MUNIC;1...3;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...3".
MEMBRO_CONSELHO_MUNICIPAL;7;MCMUNIC_DataDocumento;NÃO;SIM;Caractere(10);Data do documento;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "<= DATA ATUAL" (ver regra d).
MEMBRO_CONSELHO_MUNICIPAL;8;MCMUNIC_DataVigencia;NÃO;SIM;Caractere(10);Data até na qual membro fará parte do conselho;;;REGRA 1: O conteúdo do campo deverá conter uma DATA válida, a DATA será validada segundo o critério "DATA FUTURA" (ver regra d).
MEMBRO_CONSELHO_MUNICIPAL;9;MCMUNIC_IdentificTipo;NÃO;SIM;Inteiro;Tipo do membro;;"1" para servidor "2" para não servidor;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...2".
MEMBRO_CONSELHO_MUNICIPAL;10;MCMUNIC_Tipo;NÃO;SIM;Caractere(1);Tipo da participação;TI.TIPO_MEMBRO_CONSELHO_MUNIC;1...3;REGRA 1: O conteúdo do campo deverá estar preenchido com "1...3".
MEMBRO_CONSELHO_MUNICIPAL;11;MCMUNIC_Representatividade;NÃO;SIM;Caractere(120);Entidade que membro representa;;;
MEMBRO_CONSELHO_MUNICIPAL;12;MCMUNIC_NomeArqPDF;NÃO;NÃO;Caractere(24);Nome do arquivo PDF;;;REGRA 1: A formatação do nome do arquivo PDF deverá estar de acordo com a regra "MCMUNIC_AAAAMM_99999.PDF".
MEMBRO_CONSELHO_MUNICIPAL;13;MCMUNIC_PossuiCertificacao;NÃO;COND;Caractere(1);Possui certificação?;;"S" para sim;REGRA 1: O conteúdo do campo deverá estar preenchido com "'S', 'N'", quando o conteúdo do campo "TCMUNIC_Codigo" for "'28', '30', '32', '40', '41'".
MEMBRO_CONSELHO_MUNICIPAL;14;MCMUNIC_CNPJEntidadeCertifica;NÃO;COND;Caractere(20);CNPJ da entidade certificadora;CADASTRO_GERAL;"99.999.999/9999-99";REGRA 1: O conteúdo do campo deverá estar preenchido quando o conteúdo do campo "MCMUNIC_PossuiCertificacao" for "'S'". REGRA 2: O conteúdo do campo deverá conter um número de CNPJ ("99.999.999/9999-99") válido.
